RS,celltype
1.1041216,T cell
0.7219501,Plasma cell
1.4947633,B cell
0.6668378,Plasma cell
0.91083056,Plasma cell
1.1687791,Plasma cell
1.8577049,Macrophage
1.5996597,Macrophage
1.5217166,Macrophage
0.6886617,Plasma cell
1.1745954,Plasma cell
1.4057082,Plasma cell
1.7258111,T cell
1.4191892,Macrophage
1.3485647,T cell
0.7138676,Plasma cell
0.9211322,T cell
1.2107594,Macrophage
1.6019758,Macrophage
0.6754918,Plasma cell
1.0699233,T cell
1.6431894,Macrophage
1.7722299,Macrophage
1.6824663,Macrophage
1.1126617,T cell
0.94998336,Plasma cell
0.8761581,pDC
0.55867034,Plasma cell
1.3854015,B cell
0.83325815,Plasma cell
2.1126277,T cell
0.91437966,pDC
1.1247422,Macrophage
1.3289802,Macrophage
1.9434947,Plasma cell
1.2725749,Macrophage
1.1969289,pDC
1.6576936,T cell
1.3659847,Macrophage
1.741625,B cell
1.3289533,T cell
1.5274652,Macrophage
1.1458092,T cell
1.4273863,Macrophage
1.3662316,Macrophage
3.5525677,Macrophage
1.1709533,Macrophage
2.5296676,T cell
1.1146817,Macrophage
1.2870046,T cell
1.0671041,T cell
1.6362954,Macrophage
1.4541703,T cell
1.8088901,Plasma cell
1.2799422,T cell
1.6164696,Macrophage
0.9367877,Plasma cell
0.95363456,pDC
1.3038625,T cell
1.2260138,Macrophage
1.1515479,T cell
1.194063,T cell
1.4226394,Macrophage
0.62420046,Plasma cell
1.2187564,T cell
0.79277617,Plasma cell
1.0105118,T cell
1.8118998,T cell
0.76123655,Plasma cell
1.2835428,T cell
1.1476698,T cell
1.3917605,Macrophage
1.259047,T cell
1.2037902,T cell
1.2321501,Macrophage
1.4466258,Macrophage
1.4249774,Macrophage
0.9864315,Plasma cell
1.1867819,Macrophage
1.3076737,Plasma cell
2.6685421,Macrophage
0.7146036,Plasma cell
1.0633086,T cell
1.376692,B cell
1.0001267,pDC
1.687506,Macrophage
0.61905676,Plasma cell
3.0527496,Macrophage
1.3808306,T cell
1.4333963,Macrophage
1.5299395,Macrophage
1.1159781,Macrophage
1.098327,T cell
1.988409,B cell
3.7368925,Macrophage
1.4674067,Macrophage
1.1884948,T cell
1.5502896,Macrophage
1.0863471,T cell
0.7802654,Plasma cell
1.072006,B cell
1.5539238,Macrophage
1.3764864,Macrophage
0.9020972,T cell
1.4781599,Macrophage
1.3151888,Macrophage
1.6591368,T cell
1.3000865,T cell
0.96581095,Macrophage
1.3182203,Dendritic cell
0.64222693,Plasma cell
0.954783,T cell
3.5511155,B cell
1.4488344,T cell
1.0615256,pDC
0.92775404,T cell
1.4709591,Plasma cell
1.8803529,B cell
1.3893895,T cell
1.2440169,T cell
2.7695076,Macrophage
1.1437489,Macrophage
1.2150384,T cell
1.3441958,Macrophage
1.0807548,Macrophage
1.6883518,T cell
1.1142247,Dendritic cell
1.3184987,Macrophage
1.1273539,T cell
3.0464244,Macrophage
0.8874947,Plasma cell
1.2597464,Macrophage
1.1983736,T cell
1.2743562,Macrophage
1.2797563,Macrophage
1.9397453,Plasma cell
1.1130533,T cell
1.5465319,Macrophage
1.0436987,T cell
1.0970428,T cell
1.5375686,Macrophage
3.1815307,Plasma cell
0.87063015,T cell
2.944728,Macrophage
0.9266143,Plasma cell
0.6477567,Plasma cell
0.8860879,pDC
1.876365,Macrophage
0.51641273,Plasma cell
1.550792,Macrophage
1.154394,T cell
1.6467884,Macrophage
0.6889223,Plasma cell
1.5175216,Macrophage
2.009526,Macrophage
0.68334043,Plasma cell
2.681058,T cell
0.8935443,Plasma cell
0.8095346,T cell
1.0698204,Macrophage
1.1635294,T cell
1.1172824,T cell
1.3830497,Macrophage
1.3314,Macrophage
1.1517406,T cell
1.8061541,T cell
2.2740238,Plasma cell
1.1456994,Macrophage
0.9931733,T cell
1.1268216,Macrophage
0.91788685,T cell
0.9858602,T cell
1.3816469,NK cell
1.8074933,Dendritic cell
0.8012511,Plasma cell
0.91969264,T cell
0.7025583,Plasma cell
1.2223202,T cell
2.0757601,Plasma cell
0.78741354,Plasma cell
1.4180036,T cell
0.66390526,Plasma cell
0.94788706,Plasma cell
1.3289704,Plasma cell
1.117562,Macrophage
0.95609725,Plasma cell
1.9227209,Plasma cell
1.5011038,Macrophage
1.1403657,NK cell
1.7299598,Plasma cell
1.3102509,Macrophage
1.7677937,NK cell
1.1127186,T cell
1.7857219,T cell
0.95094323,Plasma cell
1.2191606,Macrophage
1.4330716,Macrophage
0.98645437,T cell
0.9572352,pDC
0.77506423,Plasma cell
1.0556723,pDC
0.6766917,Plasma cell
1.7325819,Dendritic cell
1.0123718,T cell
0.9522785,T cell
1.338238,T cell
1.3418744,Macrophage
0.600142,Plasma cell
1.045747,pDC
1.1109174,T cell
1.3503236,Macrophage
0.9225691,T cell
0.98722714,Macrophage
0.97571445,T cell
0.87413627,pDC
1.3486152,Macrophage
1.7255555,Macrophage
1.486977,B cell
0.9663576,Dendritic cell
1.5455999,T cell
1.1211221,Macrophage
1.1295644,Plasma cell
0.9649422,Macrophage
0.7229472,Plasma cell
0.91160834,pDC
1.0938714,T cell
1.9656141,Macrophage
1.7219445,T cell
2.0029774,Dendritic cell
0.6701503,Plasma cell
1.2601699,Macrophage
0.85828614,Plasma cell
1.1658547,Macrophage
1.393005,Macrophage
0.8743551,Plasma cell
1.107114,Macrophage
1.1318882,T cell
1.7607251,T cell
0.8899836,Plasma cell
0.6577037,Plasma cell
0.7568833,Plasma cell
1.1657053,T cell
1.1480683,Macrophage
0.9820017,Plasma cell
1.3535664,T cell
1.2686176,Macrophage
0.97101295,pDC
1.650038,T cell
1.2894684,Macrophage
1.4661592,Macrophage
1.4775403,Macrophage
2.0388877,Plasma cell
0.859002,Macrophage
3.305352,Plasma cell
0.74670935,Plasma cell
1.61234,Plasma cell
0.66625684,Plasma cell
1.1142775,B cell
1.1908785,Macrophage
1.0596188,pDC
1.1864959,Macrophage
1.8646264,Macrophage
1.1846949,pDC
2.1061344,Plasma cell
0.71344805,Plasma cell
1.2774718,Plasma cell
1.6331661,Plasma cell
1.3996525,NK cell
1.8700087,Macrophage
1.2510566,Macrophage
0.90394396,Plasma cell
1.4272345,pDC
1.5587132,Macrophage
1.3796656,T cell
1.447429,Plasma cell
1.2967026,T cell
0.6361794,Plasma cell
0.7721072,Plasma cell
1.2051451,T cell
1.0242279,T cell
0.74470353,Plasma cell
0.7566189,Plasma cell
1.2036389,T cell
1.4387882,Macrophage
2.091726,Dendritic cell
1.2839222,Macrophage
0.8062542,Plasma cell
0.6494375,Plasma cell
1.4454106,Macrophage
1.0780857,NK cell
1.5176775,Macrophage
1.0691166,Macrophage
1.2577423,T cell
1.4630294,NK cell
0.6785263,Plasma cell
1.094831,T cell
1.7885346,Macrophage
0.8969064,Macrophage
1.2029576,Macrophage
1.9812043,Dendritic cell
0.9148387,T cell
0.9855033,Plasma cell
1.8733715,T cell
1.3390938,T cell
0.72247064,Plasma cell
0.84533167,Plasma cell
0.9898753,pDC
2.072528,pDC
1.6224895,Macrophage
1.3325255,Macrophage
1.098349,T cell
1.1437296,Macrophage
1.0762435,T cell
1.6521257,Macrophage
0.9594084,pDC
1.0680798,pDC
1.1012233,Dendritic cell
1.6901114,Macrophage
0.99867207,Plasma cell
1.1879671,Dendritic cell
1.1900753,pDC
1.0594009,Macrophage
0.6392549,Plasma cell
1.5130576,Macrophage
1.1298674,Macrophage
1.3032813,Dendritic cell
1.0883906,pDC
1.4978929,Macrophage
1.4227628,Dendritic cell
1.3594247,Macrophage
1.3665594,NK cell
0.8671711,Macrophage
0.8627657,pDC
0.95357037,pDC
1.23909,Macrophage
0.5456978,Plasma cell
1.1644013,Macrophage
1.3015602,Macrophage
0.93914336,pDC
1.2283914,B cell
1.6611892,Plasma cell
0.8400887,T cell
1.1871545,T cell
1.3457468,T cell
1.114083,Macrophage
1.4829655,Macrophage
1.0865184,Macrophage
2.71696,T cell
2.060799,Plasma cell
0.9531888,Macrophage
1.0541705,Macrophage
0.96953714,T cell
1.9116155,Macrophage
1.7302296,Macrophage
1.4581211,Macrophage
1.1838337,T cell
1.616885,B cell
0.9646348,Macrophage
1.5268588,Dendritic cell
1.1725454,Macrophage
0.82515574,Plasma cell
3.1795783,Plasma cell
2.310813,T cell
0.7218577,Plasma cell
1.220828,Macrophage
1.4797482,Macrophage
0.5941218,Plasma cell
2.1050506,Plasma cell
0.807739,Plasma cell
1.0352768,Macrophage
1.333165,NK cell
1.4747362,Plasma cell
1.8107947,Macrophage
1.6401242,Macrophage
1.4026179,NK cell
1.2839069,Macrophage
2.2724938,pDC
3.240058,B cell
0.92575824,pDC
1.117137,Macrophage
0.72685164,Plasma cell
2.0953603,T cell
0.892761,T cell
1.0918363,T cell
1.2251987,B cell
1.5248702,Dendritic cell
1.2810651,Macrophage
0.8056499,Plasma cell
0.7815633,T cell
1.1197286,T cell
1.3174073,Dendritic cell
1.0622143,pDC
1.0981075,Macrophage
1.2942508,Macrophage
1.3972614,Plasma cell
0.66512644,Plasma cell
2.2232218,Macrophage
0.91464275,Plasma cell
1.5918086,Macrophage
0.9319461,pDC
0.7652205,Plasma cell
1.1002883,Plasma cell
1.1528862,Macrophage
1.6196514,T cell
0.6766504,Plasma cell
1.0378953,T cell
1.2617311,T cell
1.6571934,Macrophage
1.4837812,Macrophage
2.136973,Macrophage
1.413594,NK cell
1.4280866,Dendritic cell
0.73401695,Plasma cell
1.5431602,T cell
0.9532741,Plasma cell
1.0779412,B cell
0.7663779,Plasma cell
1.9172144,Macrophage
3.096673,Macrophage
1.2054634,T cell
1.2434222,T cell
1.4090748,pDC
0.6517744,Plasma cell
1.0010325,T cell
0.95882666,T cell
0.6162561,Plasma cell
0.94401455,Plasma cell
1.272175,Macrophage
1.2373598,T cell
1.5277182,Macrophage
1.012925,Macrophage
1.0782723,T cell
1.5254389,Macrophage
0.9859178,Macrophage
1.5998533,Macrophage
1.2287103,T cell
0.9464175,T cell
1.2460715,Macrophage
2.9464672,T cell
1.3933645,Macrophage
1.0366844,T cell
1.0141141,T cell
1.0089347,Plasma cell
0.796168,Macrophage
1.4728904,T cell
0.6269899,Plasma cell
1.6892769,Macrophage
1.1729864,T cell
0.9358707,T cell
0.984088,T cell
1.0103304,T cell
1.3887002,T cell
1.8455628,Plasma cell
0.7176319,Plasma cell
1.2574972,T cell
1.663754,NK cell
0.9443657,T cell
1.9683657,T cell
1.8073015,Macrophage
0.84158754,Plasma cell
1.2438703,B cell
1.2503215,T cell
2.160555,Plasma cell
1.239444,Plasma cell
0.89907676,pDC
0.97154605,pDC
0.6793051,Plasma cell
0.9147932,T cell
1.1225811,Macrophage
0.9975455,T cell
0.7550798,Plasma cell
1.5242018,Macrophage
1.6047778,Dendritic cell
1.7019761,Macrophage
0.72090584,Plasma cell
0.66662973,Plasma cell
1.3484622,Macrophage
1.2141069,T cell
0.6878712,Plasma cell
0.71931267,Plasma cell
2.0779626,Macrophage
1.4560128,T cell
0.81827915,Plasma cell
1.2098354,Macrophage
1.2733735,Macrophage
1.3670796,T cell
1.8420607,T cell
1.1688061,T cell
0.81993467,T cell
1.2884938,Macrophage
1.2281603,Macrophage
1.1366272,T cell
1.6899922,T cell
1.7985541,T cell
1.2740806,Plasma cell
1.53488,pDC
0.8780963,pDC
0.8674524,T cell
0.8365294,T cell
1.7019502,Plasma cell
1.2977619,Macrophage
1.0388001,Macrophage
1.2980832,T cell
1.4058251,Macrophage
0.8995555,Plasma cell
1.0192995,Macrophage
1.0976231,T cell
0.7465581,Plasma cell
1.172167,B cell
1.2329227,Macrophage
1.3707619,Macrophage
1.4633064,Macrophage
1.0779666,Macrophage
1.0892751,T cell
1.4708818,Macrophage
1.3937877,Macrophage
0.67065907,Plasma cell
2.2847483,Macrophage
1.6655225,Macrophage
0.94520223,T cell
1.1395937,NK cell
0.7100349,Plasma cell
1.2480433,Plasma cell
0.9579883,Macrophage
1.4320793,Macrophage
3.3418813,pDC
1.5724648,NK cell
1.1358759,T cell
0.93257904,T cell
0.90406245,Macrophage
1.3553755,Macrophage
1.0104771,pDC
1.0484582,T cell
1.2638946,T cell
1.5020467,T cell
0.9307964,Macrophage
1.038294,T cell
1.0032265,pDC
1.6231722,Macrophage
0.5699819,Plasma cell
1.7889016,B cell
0.74403185,Plasma cell
0.86718273,pDC
0.8143554,Plasma cell
1.1205872,T cell
0.65222067,Plasma cell
2.752973,T cell
0.68024343,Plasma cell
0.92780304,pDC
1.2834402,Macrophage
1.5092431,T cell
1.406674,Macrophage
2.7166643,Macrophage
1.8598229,Plasma cell
0.81849724,Plasma cell
1.2156581,Macrophage
1.2344614,Macrophage
1.1859883,B cell
1.2715299,Plasma cell
1.4686384,T cell
1.0665545,T cell
1.187204,Macrophage
1.6376779,Macrophage
0.91341615,T cell
1.3350838,Macrophage
0.89548516,T cell
0.78000057,Plasma cell
1.142268,Macrophage
1.5875051,Macrophage
1.2161717,Dendritic cell
1.4410741,Macrophage
1.331179,Macrophage
1.5318474,Macrophage
1.2105885,T cell
1.2347485,Macrophage
1.1052802,Plasma cell
1.1473118,T cell
1.2253507,Macrophage
0.6089161,Plasma cell
1.1725953,Macrophage
1.5106859,Plasma cell
1.9604288,T cell
1.0572331,Macrophage
1.0253903,T cell
0.838064,T cell
1.2790976,T cell
0.89195436,T cell
1.1392522,Macrophage
1.4406842,T cell
3.2068255,Macrophage
1.0057161,Macrophage
0.9075194,Plasma cell
1.1980636,Macrophage
1.2650884,Macrophage
1.652647,Macrophage
2.1256266,Macrophage
1.0328461,Plasma cell
2.092416,Dendritic cell
1.2883345,Macrophage
1.2294648,Macrophage
1.24707,Plasma cell
1.2562003,Macrophage
1.0763818,T cell
1.0353154,pDC
1.0241673,pDC
2.072998,Macrophage
1.3579618,B cell
2.3613355,Macrophage
1.7224433,T cell
1.1681533,Macrophage
1.302046,Macrophage
2.0198452,Plasma cell
0.84669405,Plasma cell
1.1266661,T cell
2.379901,T cell
1.3181058,Plasma cell
0.69608474,Plasma cell
1.7591177,Plasma cell
1.4458773,Plasma cell
1.1289521,Macrophage
1.0853361,T cell
1.3829025,NK cell
1.1926824,T cell
0.99198824,Macrophage
1.6130292,Macrophage
0.9577902,Plasma cell
1.5531626,NK cell
1.286838,Macrophage
1.257086,T cell
1.8412199,Macrophage
1.0875663,Macrophage
1.6239542,Macrophage
0.96924686,T cell
1.1350685,T cell
1.6087644,T cell
1.677154,Macrophage
0.6705848,Plasma cell
0.60598415,Plasma cell
2.3341265,pDC
1.021805,T cell
1.4642655,Macrophage
1.3608055,Macrophage
1.9665335,Macrophage
0.6654826,Plasma cell
0.67068166,Plasma cell
1.2460877,B cell
1.8483924,Macrophage
0.9347237,Macrophage
0.89356786,Plasma cell
1.1061094,Macrophage
1.1963431,Macrophage
1.6058431,Dendritic cell
1.5332285,Plasma cell
1.7960571,Plasma cell
0.90201247,pDC
1.5079404,T cell
1.6468371,Plasma cell
0.6996926,Plasma cell
1.5843453,Macrophage
1.1963081,Macrophage
0.9487049,T cell
1.4275854,B cell
1.3262994,T cell
1.1837211,Macrophage
3.2769294,Macrophage
0.55661905,Plasma cell
1.4138031,T cell
2.0581155,Macrophage
1.355497,Plasma cell
0.7376829,Plasma cell
1.594769,Macrophage
0.8668204,Plasma cell
1.4172894,Macrophage
1.610885,Macrophage
0.9830199,T cell
1.4904368,Macrophage
1.7508166,NK cell
1.5651525,Macrophage
1.0541317,Plasma cell
1.2197924,T cell
1.2021506,T cell
0.9949652,T cell
2.1539369,Macrophage
1.3869126,T cell
0.94886845,T cell
0.66775256,Plasma cell
0.76387715,Plasma cell
1.3765478,NK cell
1.4924527,Macrophage
1.307212,T cell
1.9627383,Plasma cell
1.0768973,Plasma cell
0.8979152,pDC
1.4292804,T cell
1.4866235,Macrophage
1.6786435,Plasma cell
1.5320083,Macrophage
1.0973493,Macrophage
1.2875155,Macrophage
0.80763596,Plasma cell
1.3281784,Plasma cell
1.1626307,Macrophage
0.9203677,T cell
0.68511546,Plasma cell
1.1159827,T cell
0.76003593,Plasma cell
1.1420761,T cell
1.011713,pDC
1.4301624,T cell
1.2820041,Plasma cell
1.4699168,Macrophage
1.2277095,Macrophage
0.7278996,Plasma cell
0.82515526,Plasma cell
0.9623506,T cell
1.5553557,Dendritic cell
1.2252222,Macrophage
0.9940422,Macrophage
0.75020343,Plasma cell
0.93663573,Plasma cell
2.762281,Plasma cell
0.9174385,Plasma cell
3.1942427,Macrophage
0.87562364,pDC
0.66117543,Plasma cell
2.1233115,pDC
0.7122453,Plasma cell
0.72581786,Plasma cell
1.2687815,T cell
1.4362216,pDC
1.237789,Dendritic cell
1.1348656,Plasma cell
0.81988364,Plasma cell
1.2256556,Macrophage
1.6893421,T cell
1.4235553,Macrophage
1.4921914,Macrophage
1.9056091,pDC
1.4002749,Macrophage
1.3612814,T cell
0.5338408,Plasma cell
1.8512999,T cell
0.85876405,Plasma cell
0.7896552,Plasma cell
1.5149378,B cell
0.71086806,Plasma cell
0.9413846,pDC
1.0356418,T cell
1.4194194,Macrophage
0.9794385,Macrophage
1.1077703,Macrophage
1.6512276,T cell
1.2163017,Macrophage
0.9662907,Plasma cell
1.1420469,T cell
1.3401256,T cell
1.1037099,Macrophage
1.2063658,Macrophage
1.4320409,Dendritic cell
0.8205915,Plasma cell
1.6410093,Macrophage
1.7715467,T cell
1.7087376,Macrophage
1.1411802,T cell
1.4968195,Macrophage
3.2948916,Macrophage
1.2874335,Macrophage
1.591133,T cell
1.4891216,Macrophage
0.72728014,Plasma cell
1.05077,Macrophage
0.6271731,Plasma cell
1.3911449,Macrophage
1.1534448,Plasma cell
0.8048367,Plasma cell
4.1195064,Macrophage
1.0915651,pDC
1.4663652,T cell
1.1918706,T cell
0.8789309,Plasma cell
1.0960147,T cell
0.8220406,Plasma cell
0.91186017,Plasma cell
1.2692609,pDC
1.2549242,T cell
1.6371139,B cell
1.1755353,Macrophage
1.382432,Macrophage
1.2225189,Macrophage
0.5211712,Plasma cell
1.751067,Macrophage
0.78003025,Plasma cell
1.2750564,Macrophage
1.3450106,T cell
0.7314335,Plasma cell
1.0673043,T cell
0.7836483,Plasma cell
1.2606125,Macrophage
1.7000953,Macrophage
0.6853571,Plasma cell
1.4333774,Macrophage
1.2744862,T cell
0.6614078,Plasma cell
0.6998481,Plasma cell
0.7720982,Plasma cell
1.4918226,T cell
1.0220053,T cell
1.1757761,T cell
0.7139594,Plasma cell
0.69553846,Plasma cell
1.4369988,Macrophage
1.0063088,T cell
0.9416087,pDC
1.4720553,Macrophage
1.5142682,Dendritic cell
0.88979435,Plasma cell
1.650304,Macrophage
0.9958521,T cell
1.7223758,Macrophage
1.6435996,T cell
1.5462222,Dendritic cell
1.4829315,Macrophage
1.908867,Macrophage
1.1161675,Macrophage
0.7273717,Plasma cell
1.4058108,Macrophage
1.5914946,B cell
1.354368,T cell
1.0189992,Macrophage
1.3564051,NK cell
2.0411327,Plasma cell
1.3767304,Macrophage
0.856401,Plasma cell
1.0543264,Macrophage
1.1897873,Macrophage
1.846337,T cell
1.1520486,Macrophage
1.3236902,Macrophage
1.2210447,T cell
1.9186941,Macrophage
1.8963822,T cell
1.5044336,Macrophage
1.6989877,Macrophage
4.745536,B cell
2.4320865,Macrophage
0.76859,T cell
1.4435918,T cell
1.329038,NK cell
1.2856191,Macrophage
1.1226871,Macrophage
0.8202538,pDC
1.257642,Macrophage
1.8120764,T cell
1.7150128,Macrophage
1.005941,T cell
1.2490287,Macrophage
1.0752765,Dendritic cell
0.9082405,T cell
1.8343651,Macrophage
0.9538889,pDC
1.3279696,Macrophage
1.7913722,Plasma cell
0.82792026,Macrophage
0.9965694,T cell
1.185924,Plasma cell
3.3146508,Macrophage
1.3711079,Macrophage
1.6405952,T cell
1.1512086,Dendritic cell
1.6585956,B cell
1.2429329,Dendritic cell
1.3440933,Macrophage
0.8101611,pDC
0.93799627,T cell
1.1358933,Macrophage
0.9758562,T cell
1.2062131,T cell
2.5607479,Plasma cell
1.3248558,B cell
1.2145376,T cell
0.9558406,Plasma cell
1.1202662,T cell
1.0639708,Macrophage
0.9665665,T cell
1.1837074,T cell
1.6160306,Macrophage
1.5907326,B cell
1.356829,Macrophage
1.0004014,T cell
1.6443403,T cell
1.1885942,T cell
0.9447421,T cell
1.1623527,T cell
1.356597,Macrophage
0.90350986,pDC
3.3925703,Plasma cell
1.0081773,pDC
0.66233164,Plasma cell
1.6913475,T cell
2.3553653,Plasma cell
0.7141344,Plasma cell
2.7279952,B cell
1.198511,B cell
1.3341768,Plasma cell
1.374552,Macrophage
1.0781187,Macrophage
0.8358406,Plasma cell
1.1316581,Plasma cell
1.8215127,Macrophage
3.461777,Plasma cell
1.3483499,Macrophage
1.0374445,pDC
1.6085145,Plasma cell
0.9196024,Plasma cell
1.3924232,Macrophage
1.1988744,T cell
1.1732008,T cell
1.3223234,Macrophage
0.8780456,Macrophage
0.9973884,pDC
1.473339,Macrophage
1.2341473,T cell
4.428243,Dendritic cell
1.3295314,Plasma cell
2.5641272,Macrophage
1.4842162,Macrophage
1.494869,Macrophage
1.5839958,T cell
1.5810528,pDC
1.1685427,Plasma cell
1.7755014,Macrophage
3.6324384,Macrophage
0.49897644,Plasma cell
1.1184629,Macrophage
1.1027664,Macrophage
1.552941,Plasma cell
1.2457255,Dendritic cell
1.2412014,T cell
0.64471877,Plasma cell
1.2722578,Macrophage
2.2511423,B cell
1.0931925,Macrophage
0.53834665,Plasma cell
0.97884107,Dendritic cell
1.6069626,B cell
0.702659,Plasma cell
1.8486454,Plasma cell
0.7532197,Plasma cell
1.443924,T cell
1.1948175,Macrophage
1.5278233,Macrophage
1.1813009,T cell
1.568802,Macrophage
0.9073861,Plasma cell
1.4641215,Macrophage
2.4834719,B cell
0.8820296,T cell
0.8844457,Plasma cell
1.2566642,Macrophage
1.6040794,Plasma cell
1.5301895,T cell
1.8728136,Macrophage
1.5932112,Macrophage
0.9580299,Macrophage
1.5301584,Macrophage
0.7114507,Plasma cell
1.2806294,T cell
0.93064815,T cell
1.8853526,T cell
1.2978222,Macrophage
1.0472912,pDC
1.3489848,T cell
1.6097962,T cell
1.1357571,Macrophage
0.786832,Plasma cell
1.1671616,B cell
0.8067417,Plasma cell
0.8278177,Plasma cell
1.3805227,Macrophage
0.85575944,Plasma cell
0.7865419,Plasma cell
1.0020708,T cell
1.384504,Macrophage
1.4932798,Macrophage
0.8374719,Plasma cell
1.3598611,Macrophage
0.7532587,Plasma cell
0.8950609,T cell
1.0369326,pDC
1.6844875,Macrophage
1.4361254,T cell
4.800163,Dendritic cell
1.4851722,Plasma cell
0.9298301,T cell
0.6723644,Plasma cell
1.5411873,NK cell
0.7259776,Plasma cell
0.9452672,Plasma cell
1.4716371,pDC
1.1763371,Macrophage
1.3070467,Plasma cell
1.7710067,Plasma cell
0.99290913,Macrophage
1.6639694,Macrophage
1.0069402,Plasma cell
1.5997603,Plasma cell
1.5320503,Macrophage
1.2791705,Plasma cell
1.0385724,Macrophage
1.3021895,Macrophage
0.8334149,T cell
1.7729379,Macrophage
1.2185507,Macrophage
1.7003983,Macrophage
1.4979901,Plasma cell
1.810297,Macrophage
1.4426868,Macrophage
2.7429652,Macrophage
0.7259022,Plasma cell
1.8711363,Macrophage
1.2215415,Macrophage
1.0721804,B cell
1.3245494,T cell
1.4070872,B cell
2.0237525,Plasma cell
1.403474,Macrophage
1.4452755,NK cell
2.3943772,Macrophage
1.4980707,Macrophage
1.2277389,Plasma cell
1.1291701,pDC
3.2232053,Plasma cell
1.341571,Macrophage
1.4672258,Macrophage
1.3269774,Macrophage
0.8210118,pDC
1.2790382,Plasma cell
0.6903639,Plasma cell
1.0322138,Macrophage
1.0144743,pDC
0.7667681,Plasma cell
0.67968243,Plasma cell
1.7737972,T cell
0.9823877,T cell
1.5203345,Macrophage
1.2993107,T cell
0.8722653,T cell
2.078184,Macrophage
1.1952853,Macrophage
1.3568805,Macrophage
1.6062673,Macrophage
0.7467315,Plasma cell
1.3587404,Macrophage
1.9755816,T cell
0.64593214,Plasma cell
1.7193091,Macrophage
0.98930764,Macrophage
0.7254786,Plasma cell
0.5541861,Plasma cell
1.1838768,Plasma cell
1.5838714,Macrophage
1.1202941,Macrophage
0.90984684,T cell
0.66495746,Plasma cell
1.468516,Macrophage
2.127995,T cell
2.4745798,T cell
1.0408629,Macrophage
1.6485018,NK cell
1.6910813,Plasma cell
1.5469334,B cell
1.3108795,Dendritic cell
1.090148,T cell
1.3269396,Plasma cell
1.5819203,Macrophage
1.4125587,Dendritic cell
1.3047923,Macrophage
1.4651533,Macrophage
1.1686178,Plasma cell
0.9098701,Macrophage
1.4431692,Macrophage
1.4171005,T cell
1.2192407,T cell
2.1042116,Plasma cell
1.3837054,T cell
1.7466178,Macrophage
1.2204307,T cell
1.2516905,Macrophage
3.201748,Macrophage
1.275759,T cell
1.1857674,NK cell
1.2352176,Macrophage
0.7460283,Plasma cell
1.0125743,T cell
0.96452034,T cell
1.3809146,Macrophage
1.0484968,pDC
1.5503266,Plasma cell
1.6766598,Macrophage
1.0708474,T cell
1.379492,Macrophage
1.3759339,T cell
2.410586,B cell
1.2318996,T cell
1.0309331,T cell
0.9299019,Plasma cell
2.1579857,Plasma cell
1.9751614,Macrophage
1.1866525,T cell
1.4150319,Macrophage
1.2770184,B cell
0.88631296,Plasma cell
0.9704137,Macrophage
1.2689723,T cell
0.9689096,pDC
3.229149,Plasma cell
0.70966685,Plasma cell
1.3653768,Macrophage
1.6198856,Plasma cell
1.2667605,B cell
1.3843949,Plasma cell
1.6362941,T cell
1.6696961,Macrophage
1.1975843,Macrophage
1.2407146,Macrophage
2.0441737,T cell
1.3366761,T cell
0.95898545,T cell
1.7680693,T cell
1.1591443,Plasma cell
1.8924224,T cell
1.4079734,T cell
0.71799934,Plasma cell
1.8389924,Macrophage
1.0314782,T cell
1.1446496,Macrophage
1.0676506,Macrophage
1.1344175,T cell
0.98702323,Plasma cell
0.7430501,Plasma cell
1.1190084,T cell
1.1248958,B cell
2.41922,Plasma cell
0.7979585,Plasma cell
1.2661386,T cell
0.92877907,Plasma cell
0.9370881,Plasma cell
1.4136907,B cell
1.1751859,T cell
4.4565115,Macrophage
1.2864274,Macrophage
0.7517854,Plasma cell
1.0824035,Macrophage
1.2002115,B cell
1.5403324,Macrophage
1.3669776,T cell
1.8468981,Macrophage
1.1035627,Plasma cell
1.5963329,Macrophage
1.4931656,Macrophage
2.5361311,Macrophage
0.7998982,Plasma cell
2.105495,NK cell
1.1737095,T cell
1.2334502,Dendritic cell
1.8907027,Plasma cell
0.98679316,T cell
1.2033904,Macrophage
0.6081509,Plasma cell
1.3858124,Macrophage
1.358767,T cell
1.271278,T cell
0.6181994,Plasma cell
1.0833176,pDC
1.0326074,Macrophage
1.5056287,pDC
1.0119243,Macrophage
1.3595483,Macrophage
0.6911246,Plasma cell
1.823484,T cell
0.52573615,Plasma cell
0.73758286,Plasma cell
1.4741261,pDC
0.9207878,Dendritic cell
0.8275954,Dendritic cell
1.3805832,Macrophage
1.6178122,Macrophage
0.85025144,Plasma cell
0.6665283,Plasma cell
1.0514374,Macrophage
0.57259536,Plasma cell
1.0803506,T cell
0.98624647,T cell
2.090831,Macrophage
0.8075857,T cell
1.0923463,T cell
1.2271534,Macrophage
1.1349951,Macrophage
1.1565722,Macrophage
0.80276537,Plasma cell
1.1754922,Macrophage
0.79044664,Plasma cell
1.2268866,Macrophage
2.043893,Macrophage
1.9145385,Macrophage
1.3659261,Macrophage
1.8555878,Macrophage
1.1679858,pDC
0.7339833,Plasma cell
1.5777978,Macrophage
0.92056483,T cell
1.003539,T cell
1.3992239,B cell
1.3356898,Macrophage
1.7786855,Macrophage
1.1821774,pDC
0.8337589,Plasma cell
1.4299957,Macrophage
