RS,celltype
1.1622055,Dendritic cell
0.7877988,Plasma cell
0.6730853,Plasma cell
1.5312166,T cell
1.0490588,T cell
1.0875658,Macrophage
1.0582954,T cell
1.5523715,Plasma cell
1.2796551,Macrophage
0.6709285,Plasma cell
0.81856906,Plasma cell
1.0472233,Macrophage
1.1104074,Macrophage
0.733092,Plasma cell
1.3264283,T cell
1.2744553,T cell
1.2980242,T cell
1.2850913,Macrophage
0.8308378,Plasma cell
1.39514,Plasma cell
0.63628,Plasma cell
0.6726791,Plasma cell
1.0783616,Macrophage
1.3682253,B cell
1.1336185,T cell
0.89679676,pDC
1.3119655,T cell
1.4418669,T cell
0.6567406,Plasma cell
1.0249344,Plasma cell
1.3552552,Plasma cell
1.1730709,B cell
2.6302974,T cell
1.8743614,T cell
1.1234971,Macrophage
1.60894,T cell
1.066756,Macrophage
1.2377567,Macrophage
0.99170095,Macrophage
1.0135009,T cell
1.2725217,T cell
1.0328534,pDC
1.5395763,T cell
1.0992192,T cell
1.4268486,Dendritic cell
1.2484195,Macrophage
0.70376533,Plasma cell
0.67979467,Plasma cell
1.5634845,T cell
1.2034471,Dendritic cell
1.4671043,Macrophage
1.0099256,Plasma cell
1.5216883,T cell
3.0264046,Macrophage
0.92358214,T cell
1.0578156,T cell
1.2751685,T cell
1.0858638,T cell
1.4182543,Macrophage
0.9786518,pDC
0.9510711,pDC
0.95763534,Plasma cell
1.1376437,Macrophage
1.0923786,B cell
0.9225493,T cell
1.3102571,T cell
0.9118746,Plasma cell
1.1143142,Plasma cell
1.1567535,Macrophage
1.1367171,T cell
1.190224,Macrophage
1.4242902,Macrophage
1.5984303,T cell
1.2954099,Dendritic cell
1.2565374,Macrophage
1.6224151,Macrophage
0.9832574,pDC
1.2144073,T cell
0.89355993,T cell
1.2681047,Macrophage
1.0738341,Macrophage
1.47541,T cell
1.7767992,Macrophage
1.2949008,Dendritic cell
1.2350864,Plasma cell
1.4622452,Macrophage
1.1158314,Macrophage
1.1264415,Macrophage
1.3676068,B cell
0.69930226,Plasma cell
0.7589451,Plasma cell
1.3953639,Macrophage
0.73338985,Plasma cell
1.1046883,T cell
1.0649648,pDC
1.0424486,Macrophage
1.5717509,Macrophage
1.3464047,T cell
1.2595369,T cell
1.5555478,Macrophage
0.7728986,Plasma cell
0.9846,T cell
2.0160475,T cell
1.090038,T cell
0.89793664,Macrophage
1.7883325,T cell
1.3508524,Macrophage
0.9368577,T cell
1.5500066,T cell
1.0097867,Plasma cell
0.8013558,Macrophage
1.4736967,Macrophage
0.5567001,Plasma cell
1.6799842,Macrophage
0.94963664,T cell
0.91133237,Plasma cell
0.95997596,T cell
1.1336594,Macrophage
0.9998067,Macrophage
1.3534245,T cell
2.5658805,Macrophage
1.6399897,Macrophage
1.4194709,T cell
1.5980289,Macrophage
1.3477056,Dendritic cell
3.982585,Dendritic cell
1.5415262,Macrophage
2.5843565,Macrophage
0.69431955,Plasma cell
1.0632648,Macrophage
1.1931714,T cell
1.9244702,T cell
1.102262,Macrophage
2.349244,Plasma cell
0.968497,Macrophage
3.2757933,pDC
1.3728417,Plasma cell
1.2944013,Macrophage
1.061344,pDC
1.5197202,Macrophage
1.3879458,T cell
0.78634477,Plasma cell
1.3783886,Macrophage
1.0736938,T cell
1.1733357,T cell
3.9182045,B cell
0.86261684,Macrophage
1.803548,Plasma cell
1.764455,T cell
1.0897542,T cell
2.0173268,T cell
1.2014002,pDC
1.1944538,B cell
1.1881924,B cell
0.80032,Plasma cell
0.8891867,T cell
1.441212,Macrophage
1.5403867,Macrophage
1.329696,Macrophage
1.305506,Plasma cell
0.9638207,T cell
1.8339189,B cell
0.92222524,T cell
1.1978965,T cell
0.6962468,Plasma cell
0.89174074,T cell
1.8317815,T cell
1.2879328,Macrophage
1.2585225,Macrophage
0.9876726,T cell
0.7224415,Plasma cell
1.1556411,Macrophage
0.8994203,Plasma cell
1.0515587,T cell
0.6570997,Plasma cell
1.224195,T cell
1.200213,Macrophage
0.6903306,Plasma cell
0.84843785,pDC
1.4495406,Macrophage
1.6897124,Macrophage
1.2092304,T cell
0.98838955,pDC
1.115559,Macrophage
1.5538532,Macrophage
1.4368327,T cell
1.4433476,Macrophage
1.3625287,Plasma cell
1.0649405,B cell
1.3022188,Plasma cell
1.7263575,Macrophage
1.3505138,B cell
2.7947423,T cell
0.8766317,Plasma cell
1.2916704,Plasma cell
1.1092467,Macrophage
1.9423999,T cell
1.1339139,Plasma cell
2.1709301,Macrophage
1.1691759,Macrophage
1.2065824,Macrophage
1.1005715,Macrophage
0.82668304,Plasma cell
1.8518974,pDC
1.6743532,B cell
1.0165039,Macrophage
1.2318957,Macrophage
1.1568743,Macrophage
0.58679914,Plasma cell
1.9764024,Plasma cell
0.919569,T cell
0.8749497,Plasma cell
1.1578333,T cell
1.4611077,B cell
0.9085789,pDC
1.1030003,Macrophage
0.77929944,Plasma cell
1.2172657,T cell
0.59408814,Plasma cell
1.776899,T cell
2.2675707,Macrophage
1.0952524,Plasma cell
1.3795849,NK cell
1.2043108,Plasma cell
1.3542954,Macrophage
1.8206253,T cell
1.2493422,T cell
1.5775273,T cell
1.7015319,Macrophage
1.0109549,Macrophage
1.1145022,Macrophage
0.73519075,Plasma cell
1.2660781,Macrophage
0.6905062,Plasma cell
0.9981649,Macrophage
1.1457404,T cell
1.6621529,Macrophage
1.4562446,B cell
1.1655184,T cell
0.6418615,Plasma cell
0.7407445,Plasma cell
1.4807786,Macrophage
0.9851581,T cell
1.3704073,T cell
1.1745224,T cell
0.99912536,Macrophage
1.6042618,T cell
3.6742163,Macrophage
0.72176677,Plasma cell
1.1163421,T cell
1.7443833,NK cell
1.5295275,Macrophage
1.9382725,Plasma cell
1.4574133,B cell
1.06789,T cell
1.6250114,Macrophage
1.1312563,B cell
1.0740645,pDC
1.1313015,T cell
1.3867545,T cell
1.3972869,T cell
1.3359149,B cell
0.8855626,pDC
1.3190066,Macrophage
0.9826296,T cell
1.437918,Macrophage
1.4909737,Macrophage
0.71487504,Plasma cell
0.85609114,T cell
2.5560188,T cell
0.7728297,Plasma cell
0.69288874,Plasma cell
1.2235016,Macrophage
0.75339645,Plasma cell
2.28463,NK cell
0.6742702,Plasma cell
1.0296714,pDC
1.2109632,pDC
0.87494546,T cell
1.4180461,Macrophage
0.8836019,pDC
1.5172187,Macrophage
1.5084941,B cell
0.58572394,Plasma cell
1.2474082,Macrophage
3.273954,Macrophage
0.7668415,Plasma cell
1.1794835,Macrophage
1.3575504,Macrophage
1.5036505,Macrophage
0.90508837,T cell
1.0218549,Macrophage
1.2012448,Macrophage
1.4645628,Macrophage
1.4217834,B cell
0.8394444,Plasma cell
1.2726215,T cell
1.3540057,Macrophage
1.2933382,Macrophage
1.5826559,Macrophage
0.7844499,Plasma cell
1.126198,pDC
1.3271002,Macrophage
1.8169578,Macrophage
1.4053998,Macrophage
1.0838417,Macrophage
1.073157,T cell
1.5451286,T cell
0.8080983,Plasma cell
0.8916761,Macrophage
1.3662434,B cell
1.4946514,T cell
1.4330921,Macrophage
1.9777122,NK cell
1.5015565,Macrophage
1.1763265,T cell
0.775257,Plasma cell
1.1218678,T cell
1.5177495,B cell
1.5998921,Macrophage
1.1477381,T cell
1.2359581,Macrophage
0.9530081,T cell
0.9996218,Plasma cell
0.9407462,T cell
1.8829511,T cell
1.5875994,Macrophage
0.9536039,T cell
0.7415474,Macrophage
1.0217109,pDC
1.0813066,T cell
1.2841009,Macrophage
1.3232428,T cell
1.262871,T cell
1.4760417,T cell
1.5755408,Macrophage
0.8195575,pDC
0.5465063,Plasma cell
1.0736183,Macrophage
1.4930396,Macrophage
1.4751515,Macrophage
0.8811515,Plasma cell
0.687668,Plasma cell
1.2108197,T cell
1.0686959,T cell
0.6503244,Plasma cell
1.514573,Macrophage
1.8070436,Macrophage
1.0394739,Plasma cell
1.4999725,Macrophage
1.0302489,T cell
1.1918031,Macrophage
1.7090366,Macrophage
1.3580029,T cell
1.3246009,T cell
1.1276827,T cell
1.6628416,Macrophage
0.9323764,Plasma cell
1.3390052,T cell
1.3451841,T cell
0.9608575,pDC
0.71261925,Plasma cell
0.7035605,Plasma cell
1.2962117,Macrophage
1.3236399,Macrophage
0.892414,pDC
0.69692653,Plasma cell
1.2298027,T cell
1.147442,Macrophage
1.562842,T cell
1.192341,Plasma cell
1.0493141,T cell
1.2446207,Macrophage
2.2590654,Plasma cell
1.0189493,T cell
2.0692763,Plasma cell
1.4347209,Macrophage
0.7647158,Plasma cell
0.6195794,Plasma cell
1.0414938,Plasma cell
1.8796158,Plasma cell
0.6692225,Plasma cell
1.8113316,T cell
0.9900378,T cell
1.3165948,T cell
0.655358,Plasma cell
2.8101933,T cell
0.9398618,T cell
1.6434901,Macrophage
0.914121,Plasma cell
1.3055813,Plasma cell
0.93595815,Macrophage
1.943227,Macrophage
0.6811867,Plasma cell
1.7271537,NK cell
1.0408032,Macrophage
1.1356547,T cell
0.6862379,Plasma cell
2.190917,T cell
0.70684683,Plasma cell
1.7821615,Macrophage
0.8979522,T cell
1.2207747,T cell
1.7975949,NK cell
1.976681,T cell
1.0316678,T cell
2.7622366,Dendritic cell
0.8722733,Plasma cell
1.1124442,Macrophage
0.5235463,Plasma cell
1.2990528,Plasma cell
1.1884708,Plasma cell
1.702807,Macrophage
4.950758,Dendritic cell
1.1393514,T cell
1.3975108,Macrophage
1.5598892,Macrophage
1.5030128,T cell
0.5665889,Plasma cell
1.5140562,Macrophage
1.3140193,T cell
1.1793078,Dendritic cell
1.011905,Macrophage
0.78894454,Plasma cell
1.2700547,pDC
0.7001788,Plasma cell
1.7515275,Macrophage
1.57202,Macrophage
0.9956856,T cell
1.706595,Macrophage
1.5580912,Macrophage
1.2328727,Macrophage
1.3668604,Macrophage
1.6407583,Macrophage
1.0860524,T cell
0.8462072,Plasma cell
0.88930506,T cell
1.8964535,Macrophage
1.251697,Dendritic cell
0.6411319,Plasma cell
2.467454,T cell
1.1754943,Macrophage
1.2008386,Plasma cell
1.225183,T cell
1.4295602,Macrophage
1.381438,Plasma cell
1.0699848,Macrophage
2.3124175,Plasma cell
1.2662625,Plasma cell
1.125046,Macrophage
1.1419903,T cell
1.5686079,Macrophage
1.3603629,Macrophage
1.4691918,Macrophage
1.0023671,Macrophage
1.0922714,pDC
1.3984703,Dendritic cell
1.4983736,Macrophage
0.7553954,Plasma cell
1.0910785,Macrophage
1.4542794,Macrophage
1.2765851,T cell
1.7256259,Macrophage
1.8494985,Macrophage
0.9452057,pDC
0.7879987,T cell
1.375077,Plasma cell
0.7935017,T cell
1.157903,Macrophage
0.9852032,T cell
1.225507,Macrophage
1.1659364,Plasma cell
1.1722518,Macrophage
1.2262173,Macrophage
1.2573386,T cell
1.0795655,pDC
1.3812306,Macrophage
1.4112678,Macrophage
2.0005891,pDC
1.7595409,Macrophage
1.828882,Macrophage
1.1522514,T cell
1.1028073,Macrophage
0.86826587,T cell
1.1597953,T cell
1.2564745,Macrophage
1.0499581,Macrophage
1.0606773,Macrophage
1.2193526,Macrophage
1.2399896,Plasma cell
1.5117831,Macrophage
0.70990777,Plasma cell
3.4394455,Plasma cell
1.3294371,T cell
1.5052296,Macrophage
1.9381812,Macrophage
1.1731108,T cell
1.158578,T cell
1.5458899,Dendritic cell
1.2576965,B cell
1.8573848,B cell
1.8267634,Dendritic cell
1.0214096,Plasma cell
1.6339263,Plasma cell
1.185429,T cell
1.5148897,T cell
0.76224095,Plasma cell
0.77639735,Plasma cell
0.6699023,Plasma cell
1.312061,NK cell
1.0464325,Plasma cell
1.1013986,T cell
1.2626779,T cell
1.1381905,B cell
0.9480607,Plasma cell
0.9782199,T cell
1.1132758,T cell
0.72410744,Plasma cell
1.3141341,Macrophage
1.2488143,T cell
0.85755306,pDC
1.6351873,NK cell
0.8220047,T cell
1.8952141,T cell
1.1782327,Macrophage
0.9536085,pDC
1.3525741,Plasma cell
0.89521474,T cell
1.3379428,Macrophage
0.7950903,Plasma cell
0.8984476,T cell
1.328544,Macrophage
1.341814,Plasma cell
1.8270683,Macrophage
2.5447583,Macrophage
1.3805108,Plasma cell
1.4179299,T cell
1.8817099,Macrophage
3.1862867,Macrophage
1.1304926,T cell
0.74289286,Plasma cell
1.5207453,Macrophage
1.8577499,Macrophage
1.0625156,Macrophage
1.2350966,Macrophage
1.3139838,Plasma cell
1.1362201,T cell
1.1784083,T cell
0.7157554,Plasma cell
1.0427612,T cell
0.6191228,Plasma cell
0.52837026,Plasma cell
1.4037511,T cell
0.94213855,T cell
1.2868103,T cell
0.9840181,T cell
1.4750648,Macrophage
1.0739,Macrophage
1.5755528,Macrophage
1.2668844,Macrophage
0.85553604,T cell
0.90720975,T cell
1.2026249,Macrophage
1.1339666,B cell
0.82646364,T cell
1.0174413,pDC
1.6733016,Macrophage
1.3674273,T cell
1.072362,T cell
1.354973,T cell
0.99687797,pDC
1.1055409,T cell
0.7557407,Plasma cell
1.1739793,T cell
1.0976101,Macrophage
1.3791711,Macrophage
1.0964018,Plasma cell
0.8497053,T cell
1.2364806,Macrophage
1.6757226,T cell
1.3863766,T cell
1.5984116,Macrophage
0.6954899,Plasma cell
1.5509386,Macrophage
1.2041541,T cell
1.2857221,Plasma cell
1.6338412,Macrophage
1.7014648,T cell
0.8189692,Plasma cell
1.018632,T cell
1.2766609,Macrophage
0.6863088,Plasma cell
0.753829,Plasma cell
1.134626,Macrophage
1.7464764,Macrophage
0.9055,T cell
0.7906164,Plasma cell
1.8305697,Plasma cell
1.1865165,T cell
1.173696,T cell
0.9458858,T cell
1.147023,T cell
0.89651185,pDC
0.98544574,T cell
1.72338,Macrophage
0.7010457,Plasma cell
0.9384188,Plasma cell
1.3297812,pDC
1.0678278,B cell
1.4878323,T cell
1.3964621,Macrophage
1.4361606,Macrophage
2.7060874,B cell
1.1547315,Macrophage
1.6315144,T cell
1.1319731,B cell
1.2869222,T cell
1.1006219,Macrophage
1.2961713,T cell
1.2283117,Macrophage
1.0036985,T cell
0.66546625,Plasma cell
1.6823887,Plasma cell
1.4203908,Macrophage
1.9491864,Plasma cell
0.97443813,T cell
1.2856579,T cell
1.9485145,Macrophage
0.9998379,Plasma cell
0.9968566,pDC
1.7126701,Macrophage
1.0485766,T cell
1.0601932,T cell
1.536944,T cell
2.3099792,T cell
0.6703844,Plasma cell
1.114466,Macrophage
0.98789924,Dendritic cell
1.0012299,Macrophage
0.9758459,T cell
1.1111667,T cell
1.0599986,Macrophage
0.86322844,T cell
1.6192256,T cell
1.6847547,Macrophage
1.2210802,Macrophage
1.73041,Macrophage
1.3046232,Macrophage
1.6706376,T cell
1.6653163,Macrophage
0.8256856,T cell
1.990329,Plasma cell
1.6223334,T cell
1.2073117,Macrophage
1.3205923,Plasma cell
0.8235388,pDC
1.1195021,Macrophage
1.3165059,Macrophage
1.3229748,Macrophage
0.733695,Plasma cell
1.5177984,Macrophage
2.0222604,Macrophage
1.0867273,T cell
1.3482225,Macrophage
1.2933534,Macrophage
1.0569503,Macrophage
1.2896291,B cell
1.146884,Macrophage
1.5667945,Macrophage
1.2797046,Macrophage
1.4335772,T cell
1.4897069,T cell
0.8466205,pDC
0.5836056,Plasma cell
1.4559969,T cell
1.2535195,Macrophage
1.3614901,Macrophage
1.966222,Plasma cell
0.8462164,pDC
1.3521554,Macrophage
1.338826,Macrophage
1.258073,Macrophage
1.0792431,T cell
0.8191106,Plasma cell
1.035562,Macrophage
1.1896458,T cell
1.4647838,Plasma cell
1.1254809,Macrophage
0.63593274,Plasma cell
1.7610224,Macrophage
1.337263,B cell
0.87929,T cell
1.4297004,T cell
1.5474312,Macrophage
0.9673925,pDC
1.3033484,T cell
1.3462214,Macrophage
1.1081907,Macrophage
0.64414316,Plasma cell
1.6303917,Macrophage
1.8220762,T cell
1.4137332,Macrophage
0.88577884,T cell
0.8807511,pDC
1.2105972,Macrophage
1.5642632,Macrophage
0.92016906,Dendritic cell
0.8310799,Plasma cell
1.2429887,T cell
1.5755929,T cell
0.84872663,T cell
1.0720643,Plasma cell
0.8287508,pDC
1.0325866,Macrophage
2.6575918,T cell
1.6173866,Macrophage
1.454287,Macrophage
1.3218329,NK cell
1.3763499,Macrophage
1.7027006,T cell
1.1629727,Macrophage
1.4619275,Macrophage
0.7010345,Plasma cell
1.2475946,Macrophage
0.8588393,T cell
0.7646916,Plasma cell
0.871799,T cell
1.2997085,Plasma cell
1.3751096,Macrophage
1.5799438,T cell
1.0092562,Macrophage
1.4450741,Macrophage
1.2327526,Macrophage
0.80454046,Plasma cell
0.7578051,Plasma cell
0.9832896,T cell
1.6983618,Macrophage
1.5053471,B cell
0.8928886,Plasma cell
0.9972822,pDC
0.9383641,Plasma cell
0.94387215,T cell
1.0987047,T cell
0.9332367,Plasma cell
1.1583306,T cell
1.0752008,Plasma cell
0.9847532,pDC
1.5859239,Macrophage
1.1633644,T cell
1.4207274,Macrophage
0.8229352,Plasma cell
1.1248958,Plasma cell
1.0993689,T cell
1.1679726,T cell
0.95315254,T cell
1.1301408,T cell
1.1229494,Macrophage
0.9080341,Plasma cell
1.0126853,pDC
1.3021288,Macrophage
1.0830646,T cell
1.8634249,Macrophage
1.345546,Macrophage
1.1075428,pDC
0.8289432,Plasma cell
0.8509444,Plasma cell
1.2628351,Dendritic cell
1.1550704,T cell
1.3472953,Macrophage
1.7048724,Macrophage
1.760954,B cell
1.1785725,Plasma cell
0.7716183,Plasma cell
1.4292779,Macrophage
1.6349434,NK cell
1.8094907,Macrophage
1.1774347,T cell
1.1298316,T cell
1.3122452,T cell
1.2302213,Macrophage
1.2087429,T cell
1.7511362,T cell
1.7010155,B cell
0.9212458,pDC
1.010994,pDC
1.4433227,Dendritic cell
1.4544917,T cell
1.5868187,B cell
1.2479945,B cell
1.3925568,Plasma cell
1.1171825,Plasma cell
1.2074103,Macrophage
1.2021981,B cell
1.1258111,Plasma cell
1.0369976,B cell
1.6177734,T cell
0.6474671,Plasma cell
1.6583327,B cell
1.1764283,Macrophage
1.6481744,Macrophage
0.8847217,T cell
1.6281877,Plasma cell
1.0897511,T cell
1.0586907,pDC
0.98256373,Plasma cell
1.291612,Macrophage
0.79763657,Plasma cell
0.9880854,Macrophage
1.2937626,Dendritic cell
0.90049934,pDC
0.68571824,Plasma cell
1.1390389,T cell
2.1766326,pDC
1.1659299,Macrophage
0.9682093,T cell
1.3513296,Macrophage
1.1911702,Plasma cell
0.59948397,Plasma cell
1.2053163,Macrophage
1.0110563,Macrophage
1.0088938,Plasma cell
1.240051,Macrophage
0.6916066,Plasma cell
0.69428974,Plasma cell
1.4449,T cell
0.68069756,Plasma cell
1.0624571,Macrophage
1.255201,T cell
0.96898127,T cell
1.2490774,T cell
0.9351128,Macrophage
1.23208,T cell
3.1821368,Macrophage
0.9222284,Plasma cell
1.0336541,Macrophage
1.4081143,Macrophage
1.3892381,Macrophage
1.9391705,Macrophage
1.0459155,Macrophage
0.69264096,Plasma cell
1.3251466,Plasma cell
0.94111776,Plasma cell
0.89584637,T cell
0.7054129,Plasma cell
1.8330026,T cell
1.3753253,B cell
0.61298794,Plasma cell
0.95255584,T cell
1.2246333,Macrophage
1.2467827,Macrophage
0.6987189,Plasma cell
1.8326355,Macrophage
1.2262585,Macrophage
1.2963471,Plasma cell
1.1212702,Macrophage
0.6402768,Plasma cell
2.0929074,NK cell
1.3501914,Macrophage
0.8672932,pDC
1.091104,T cell
0.76332456,Plasma cell
1.2768608,Macrophage
1.4542909,Macrophage
0.791967,Plasma cell
2.1471941,Plasma cell
4.00389,Plasma cell
2.164147,T cell
1.1810466,T cell
4.636168,Macrophage
1.1480505,T cell
1.6802449,T cell
1.1541331,T cell
1.2874005,Dendritic cell
1.6441004,T cell
1.3104644,Macrophage
2.9018877,Macrophage
1.758259,B cell
1.2209079,Macrophage
1.0409228,Plasma cell
2.8558543,Macrophage
2.8582716,B cell
0.8832737,Plasma cell
1.9392781,Macrophage
1.3356167,T cell
1.2347084,pDC
0.9153358,pDC
2.6659648,Macrophage
1.2424849,Macrophage
0.87355655,T cell
0.9902319,T cell
1.7171901,T cell
1.4931043,T cell
1.3927996,T cell
1.0890449,pDC
1.4059558,Plasma cell
0.81638443,Plasma cell
0.6189004,Plasma cell
1.5065881,T cell
1.7235713,Macrophage
0.8313676,Macrophage
1.4197893,Macrophage
1.3383693,Macrophage
1.1746682,Macrophage
1.2124457,Macrophage
1.7298111,Macrophage
1.1894146,Macrophage
1.3102304,T cell
1.2578636,T cell
1.337115,Macrophage
2.0886474,Plasma cell
0.9779369,NK cell
0.972043,T cell
1.0416304,Macrophage
2.895104,Macrophage
1.4768378,Macrophage
1.3428181,Macrophage
1.0810102,T cell
3.378143,B cell
0.8381899,Plasma cell
0.7204438,Plasma cell
1.0149279,T cell
1.124341,Macrophage
0.71235067,Plasma cell
0.8804087,T cell
1.0431299,T cell
1.1270812,B cell
1.5756891,T cell
1.1701292,T cell
1.1209018,Macrophage
1.1176789,T cell
0.7425899,Plasma cell
1.2173114,Dendritic cell
1.2949145,NK cell
1.1243453,T cell
0.919244,Plasma cell
1.3715563,Macrophage
0.79203296,Plasma cell
1.2146533,Macrophage
1.5754002,T cell
1.5273461,T cell
1.0649804,T cell
1.3050196,T cell
0.8648636,Plasma cell
1.6013546,NK cell
0.60944724,Plasma cell
1.3051136,T cell
0.98511434,T cell
0.6213503,Plasma cell
1.237587,Plasma cell
1.2573392,Plasma cell
1.7985688,Macrophage
1.3156929,T cell
1.2522414,Macrophage
1.1515694,T cell
1.0218372,Macrophage
3.5122225,Macrophage
1.4711692,Macrophage
0.95305896,pDC
1.8119919,pDC
1.1649693,T cell
1.2311127,Macrophage
1.155138,T cell
1.3429937,Macrophage
0.63099366,Plasma cell
1.2911866,T cell
1.2845805,Macrophage
0.72817636,Plasma cell
0.9489419,Dendritic cell
1.5206984,T cell
0.70498985,Plasma cell
1.7192271,Macrophage
0.7144824,Plasma cell
1.2289573,T cell
1.1670607,Macrophage
0.7752438,Plasma cell
1.3233117,T cell
2.2564538,T cell
0.97751516,Macrophage
1.5075792,B cell
1.2564179,T cell
0.62418634,Plasma cell
1.2186894,Macrophage
0.8069195,Plasma cell
1.1151565,T cell
1.084557,T cell
0.90750825,Plasma cell
1.5322545,Macrophage
1.9206713,Plasma cell
0.88698256,pDC
0.8264662,Plasma cell
1.1414797,T cell
1.4994807,Macrophage
1.252898,T cell
1.221064,Macrophage
2.2299259,Macrophage
1.3318835,Macrophage
1.669863,Macrophage
0.8432438,T cell
0.8809854,Plasma cell
1.4475598,NK cell
1.5892662,Macrophage
1.0535446,Macrophage
1.3002019,B cell
1.1176933,pDC
1.184551,T cell
1.3641557,Macrophage
1.1087452,T cell
2.005595,pDC
1.1599623,T cell
1.3938597,T cell
2.07035,Plasma cell
1.8972363,Macrophage
0.83669084,Macrophage
0.9600639,Macrophage
1.1939626,T cell
2.0267181,Plasma cell
1.4183084,Macrophage
0.9524946,T cell
1.0054654,T cell
1.463499,B cell
1.436151,T cell
1.8646266,Dendritic cell
0.67086583,Plasma cell
0.9297291,Plasma cell
1.485579,Macrophage
1.1385202,T cell
1.1340541,T cell
1.1003625,T cell
1.1233624,Dendritic cell
0.9672918,pDC
1.330745,T cell
0.66008884,Plasma cell
1.460692,T cell
0.8772332,pDC
1.4231701,Macrophage
1.6640614,T cell
1.4157284,Macrophage
1.4736006,T cell
0.9072351,Plasma cell
0.9769416,Macrophage
1.247235,NK cell
0.78356403,Plasma cell
1.343696,T cell
1.1675301,Dendritic cell
0.7289873,Plasma cell
1.2901187,T cell
1.2003008,T cell
1.4892284,T cell
1.9046583,Macrophage
1.0053282,T cell
0.6821208,Plasma cell
1.0017222,T cell
0.6278368,Plasma cell
1.7122507,T cell
0.8498419,Plasma cell
0.9766765,pDC
1.3458562,Macrophage
1.1167746,B cell
0.8215509,Plasma cell
1.2708532,B cell
0.63778543,Plasma cell
1.0618006,Macrophage
1.2248902,Macrophage
0.7242121,Plasma cell
1.2605064,Macrophage
1.505264,Macrophage
1.1968186,T cell
1.5355846,Macrophage
1.2664467,Macrophage
1.0144014,T cell
1.8714876,Macrophage
1.4032416,Dendritic cell
1.0749409,Macrophage
1.2516955,Macrophage
0.66533875,Plasma cell
1.1332132,T cell
1.4346666,Macrophage
0.6652761,Plasma cell
