post_cnem,pre_cnem,celltype,is_rare,batch
0.2155779,0.21222985,Macrophage,0,D38
0.23632693,0.23632705,Mast,1,D38
0.23097712,0.20933819,Macrophage,0,D38
0.19992423,0.1762681,Macrophage,0,D38
0.21600783,0.1668567,Dendritic cell,0,D38
0.20521641,0.20753443,Macrophage,0,D38
0.27217656,0.21876884,Macrophage,0,D38
0.17762852,0.1775322,Macrophage,0,D38
0.20862567,0.20999336,Macrophage,0,D38
0.21157146,0.20732057,Dendritic cell,0,D38
0.24382114,0.21823752,Dendritic cell,0,D38
0.27404094,0.24243921,Macrophage,0,D38
0.34009218,0.27715403,Macrophage,0,D38
0.2176702,0.21259159,Macrophage,0,D38
0.2626022,0.2546569,Macrophage,0,D38
0.27928913,0.22381377,Macrophage,0,D38
0.25535297,0.25135404,Dendritic cell,0,D38
0.28060848,0.24464571,Macrophage,0,D38
0.23507774,0.23873925,Macrophage,0,D38
0.27244496,0.2411192,Macrophage,0,D38
0.25555426,0.20433396,Macrophage,0,D38
0.29203665,0.20862484,Macrophage,0,D38
0.3679384,0.24746543,Macrophage,0,D38
0.27860796,0.20883036,Macrophage,0,D38
0.35264468,0.32538188,T cell,0,D38
0.27534068,0.24274427,Macrophage,0,D38
0.2788447,0.21955597,Macrophage,0,D38
0.27784115,0.2213093,Macrophage,0,D38
0.40996152,0.32601726,T cell,0,D38
0.14247125,0.13043785,Macrophage,0,D38
0.30033803,0.27952647,T cell,0,D38
0.29614997,0.29600245,T cell,0,D38
0.32181245,0.2801246,T cell,0,D38
0.2699926,0.24935067,B cell,0,D38
0.23570693,0.21531445,Macrophage,0,D38
0.21173769,0.2134924,Macrophage,0,D38
0.4680518,0.37797934,T cell,0,D38
0.29814756,0.28754944,T cell,0,D38
0.19707024,0.17415082,pDC,1,D38
0.22065514,0.21805549,B cell,0,D38
0.27129185,0.2643826,T cell,0,D38
0.27623618,0.2672788,T cell,0,D38
0.3140239,0.26972646,T cell,0,D38
0.19682068,0.23585576,Dendritic cell,0,D38
0.30813873,0.30042195,T cell,0,D38
0.36764646,0.28325748,T cell,0,D38
0.3450694,0.32637775,Mast,1,D38
0.27960855,0.26934487,T cell,0,D38
0.1276713,0.11038083,Macrophage,0,D38
0.29773712,0.259081,T cell,0,D38
0.24183959,0.23498619,T cell,0,D38
0.22936839,0.22393227,Plasma cell,0,D38
0.2786559,0.27487165,T cell,0,D38
0.28692842,0.25872052,T cell,0,D38
0.20279998,0.19804835,T cell,0,D38
0.22938097,0.22956139,T cell,0,D38
0.17549205,0.15335697,pDC,1,D38
0.23567355,0.23805976,T cell,0,D38
0.29571223,0.2822352,Mast,1,D38
0.2707101,0.26305985,T cell,0,D38
0.21548021,0.18225765,pDC,1,D38
0.31754184,0.27409792,T cell,0,D38
0.2912966,0.2941147,T cell,0,D38
0.38510108,0.3438449,T cell,0,D38
0.21178877,0.21114838,B cell,0,D38
0.22524166,0.21375954,T cell,0,D38
0.2502681,0.23579288,Macrophage,0,D38
0.1580019,0.14591062,Mast,1,D38
