post_cnem,pre_cnem,celltype,is_rare,batch
0.15747654,0.15173882,Dendritic cell,0,D100
0.111296356,0.10921818,Macrophage,0,D100
0.16055161,0.16261023,Dendritic cell,0,D100
0.19865656,0.18843728,Dendritic cell,0,D100
0.22248006,0.22573817,Dendritic cell,0,D100
0.18299639,0.18791795,Macrophage,0,D100
0.11818147,0.12323946,Macrophage,0,D100
0.1427244,0.14134252,Macrophage,0,D100
0.1262641,0.13324094,Macrophage,0,D100
0.15187705,0.15165865,Macrophage,0,D100
0.16015673,0.16059768,Macrophage,0,D100
0.14402437,0.14654946,Macrophage,0,D100
0.1464029,0.15521795,Macrophage,0,D100
0.120239735,0.12217748,Macrophage,0,D100
0.12982172,0.13925397,Macrophage,0,D100
0.113535285,0.11677265,Macrophage,0,D100
0.1325472,0.1353994,Dendritic cell,0,D100
0.13830185,0.1368916,Macrophage,0,D100
0.2800333,0.27933538,T cell,0,D100
0.15577841,0.16238803,Dendritic cell,0,D100
0.1616267,0.17381954,Macrophage,0,D100
0.14819562,0.1507883,Dendritic cell,0,D100
0.1476298,0.14909554,Dendritic cell,0,D100
0.1311974,0.1323874,Macrophage,0,D100
0.1252451,0.13251656,Macrophage,0,D100
0.118716836,0.12926763,Dendritic cell,0,D100
0.14133608,0.15378892,Dendritic cell,0,D100
0.13465095,0.14226949,Dendritic cell,0,D100
0.27281725,0.28686655,T cell,0,D100
0.18349212,0.1952101,Macrophage,0,D100
0.13963765,0.14176577,Macrophage,0,D100
0.12680447,0.14024174,Macrophage,0,D100
0.12577939,0.12468773,Macrophage,0,D100
0.1612271,0.16410542,Macrophage,0,D100
0.15755165,0.15842718,Dendritic cell,0,D100
0.13782382,0.1354217,Dendritic cell,0,D100
0.12148225,0.12639868,Macrophage,0,D100
0.17151445,0.18152589,Macrophage,0,D100
0.13125372,0.13255417,Macrophage,0,D100
0.1385606,0.14852881,Dendritic cell,0,D100
0.21722192,0.22472245,Macrophage,0,D100
0.35812122,0.3476286,T cell,0,D100
0.15135682,0.15697014,Macrophage,0,D100
0.12478244,0.13211381,Dendritic cell,0,D100
0.16766667,0.1649059,Macrophage,0,D100
0.17821407,0.17591012,Dendritic cell,0,D100
0.11494392,0.12310815,Macrophage,0,D100
0.13596225,0.13732874,Macrophage,0,D100
0.13135237,0.13585508,Dendritic cell,0,D100
0.18197548,0.18350124,Dendritic cell,0,D100
0.1242072,0.12462664,Macrophage,0,D100
0.114997566,0.1141485,Dendritic cell,0,D100
0.2343626,0.23201072,Macrophage,0,D100
0.14476246,0.1464104,Macrophage,0,D100
0.13285577,0.13688385,Macrophage,0,D100
0.14618087,0.14943379,Macrophage,0,D100
0.18142861,0.18235028,Macrophage,0,D100
0.20251954,0.19232416,Macrophage,0,D100
0.16616338,0.1668874,Macrophage,0,D100
0.12715411,0.13381815,Macrophage,0,D100
0.19953835,0.19295818,Dendritic cell,0,D100
0.2736302,0.28209472,T cell,0,D100
0.15876889,0.15838426,Macrophage,0,D100
0.15066838,0.15994036,Dendritic cell,0,D100
0.14718276,0.15638459,Macrophage,0,D100
0.123640954,0.12613404,Macrophage,0,D100
0.13536477,0.14647663,Dendritic cell,0,D100
0.13770157,0.14111471,Macrophage,0,D100
0.12782532,0.13349938,Macrophage,0,D100
0.15328074,0.15542674,Dendritic cell,0,D100
0.12952417,0.1301102,Macrophage,0,D100
0.17790127,0.18187118,Dendritic cell,0,D100
0.32190174,0.31664515,T cell,0,D100
0.14719558,0.15368372,Dendritic cell,0,D100
0.13524139,0.13574338,Dendritic cell,0,D100
0.12613869,0.13028139,Dendritic cell,0,D100
0.16065836,0.16695744,Dendritic cell,0,D100
0.14767319,0.14583004,Macrophage,0,D100
0.1414572,0.13707668,Dendritic cell,0,D100
0.1479407,0.14787066,Macrophage,0,D100
0.13364232,0.13553596,Macrophage,0,D100
0.19702148,0.1886574,Dendritic cell,0,D100
0.123555064,0.12618047,Macrophage,0,D100
0.14890301,0.16545445,Dendritic cell,0,D100
0.17243934,0.18118662,Macrophage,0,D100
0.41881818,0.4027583,T cell,0,D102
0.36955637,0.36364794,NK cell,0,D102
0.29658967,0.29673648,T cell,0,D102
0.33527905,0.33327138,T cell,0,D102
0.35598135,0.3601359,T cell,0,D102
0.28245604,0.27529812,T cell,0,D102
0.18430287,0.1840266,T cell,0,D102
0.24571985,0.23401898,T cell,0,D102
0.21046233,0.20549452,T cell,0,D102
0.25973338,0.25812316,T cell,0,D102
0.24826938,0.24478531,T cell,0,D102
0.26083302,0.250876,T cell,0,D102
0.1763562,0.17873907,Plasma cell,0,D102
0.1924612,0.19705647,T cell,0,D102
0.2029891,0.23945981,Macrophage,0,D102
0.272752,0.26634908,T cell,0,D102
0.4862851,0.5005708,T cell,0,D102
0.21376622,0.20714164,B cell,0,D102
0.20664954,0.18546748,T cell,0,D102
0.31108296,0.31339306,T cell,0,D102
0.3037033,0.2898668,T cell,0,D102
0.2116816,0.21752387,T cell,0,D102
0.31119704,0.3167321,T cell,0,D102
0.12917477,0.13836432,Dendritic cell,0,D102
0.32575345,0.32661426,NK cell,0,D102
0.28371286,0.27746165,T cell,0,D102
0.21956748,0.23197156,Plasma cell,0,D102
0.2683767,0.2588504,Plasma cell,0,D102
0.19247544,0.18575668,T cell,0,D102
0.1953032,0.19431818,T cell,0,D102
0.35893047,0.360368,T cell,0,D102
0.14395499,0.13801551,Plasma cell,0,D102
0.43506908,0.43721634,T cell,0,D102
0.28800678,0.29374105,Plasma cell,0,D102
0.21306026,0.21279377,T cell,0,D102
0.13069808,0.12674433,Plasma cell,0,D102
0.10726106,0.11066079,Dendritic cell,0,D102
0.10946596,0.096176624,Macrophage,0,D102
0.16830838,0.16468167,T cell,0,D102
0.07324129,0.074142635,Macrophage,0,D102
0.22529113,0.22469622,T cell,0,D102
0.21237123,0.2198708,T cell,0,D102
0.40493274,0.3993544,T cell,0,D102
0.07439417,0.076530755,Macrophage,0,D102
